COTE	DATE	LIEU	DEPARTEMENT	DIM	TITRE	latitude	longitude	DESCRIPTION	PHOTOGRAPHE	COLLECTION	UID
39 FI 182	[vers 1906]	Dinan	_	6 X 13	La Rance et le port.	48.46	-2.24		vallee	Collection photographique Vallée	f245d799-c85b-4b5d-ac0e-dd2d580c0208
26 FI 78	1948-1972	Dinan	_	24 x 18	Ecole des Cordeliers (n° d'épreuve 16.727).	48.46	-2.24		Henrard	Collection Photographique Henrard	f4a851ce-a5cf-47bb-b314-da7afef8f082
26 FI 57	1948-1972	Dinan	_	24 x 18	L'hôpital Saint-Jean-de-Dieu et la campagne environnante (n° d'épreuve 9.797).	48.46	-2.24		Henrard	Collection Photographique Henrard	fa8ed629-041e-4efc-987a-244841dc8d8e
26 FI 87	1948-1972	Dinan	_	24 x 18	Le château de la Duchesse Anne et la Porte du Guichet (n° d'épreuve 16.732).	48.46	-2.24		Henrard	Collection Photographique Henrard	ff400968-af11-4e2d-af27-7a704fd0bce1
26 FI 74	1948-1972	Dinan	_	24 x 18	La promenade des remparts et la place Duguesclin (n° d'épreuve 16.722).	48.46	-2.24		Henrard	Collection Photographique Henrard	ffe17dae-5258-4dc8-b947-7769bdf4382f
39 FI 443	[vers 1906]	Dinard	Ille-et-Vilaine	6 X 13	La promenade en front de mer.	48.6234665	-2.0909365		vallee	Collection photographique Vallée	204e533f-533b-4960-8f4d-fa3781f3a0c4
39 FI 442	[vers 1906]	Dinard	Ille-et-Vilaine	6 X 13	La plage.	48.6234665	-2.0909365		vallee	Collection photographique Vallée	4bbc451e-69c7-45da-a0a6-3ce576a82f69
39 FI 441	[vers 1906]	Dinard	Ille-et-Vilaine	6 X 13	Vedettes amarrées à quai.	48.6234665	-2.0909365		vallee	Collection photographique Vallée	d5df03b0-a9a9-4a40-aa61-48f5e44f88b6
43 FI 297	s.d. [fin XIXe-1920]	Dol-de-Bretagne	Ille-et-Vilaine	12 X 9	Cathédrale Saint-Samson : le porche.	48.5338765	-1.7817216		DuCleuziou	Collection photographique Du Cleuziou	216a567e-443d-4d85-94d9-4fac63fbe94d
39 FI 444	[vers 1906]	Dol-de-Bretagne	Ille-et-Vilaine	6 X 13	La Guillotière (maison).	48.5338765	-1.7817216		vallee	Collection photographique Vallée	4b50f88a-6700-460d-8cd8-29e9dbce9aad
43 FI 296	s.d. [fin XIXe-1920]	Dol-de-Bretagne	Ille-et-Vilaine	12 X 9	Promenade Jules Revert et cathédrale Saint-Samson.	48.5338765	-1.7817216		DuCleuziou	Collection photographique Du Cleuziou	7b861d92-689c-4960-9f12-2fba34422911
43 FI 298	s.d. [fin XIXe-1920]	Dol-de-Bretagne	Ille-et-Vilaine	12 X 9	Fontaine et Grande-Rue-des-Stuarts.	48.5338765	-1.7817216		DuCleuziou	Collection photographique Du Cleuziou	8a446d1b-8279-4036-bde7-d32bbd293e11
43 FI 299	s.d. [fin XIXe-1920]	Dol-de-Bretagne	Ille-et-Vilaine	12 X 9	Fontaine et Grande-Rue-des-Stuarts.	48.5338765	-1.7817216		DuCleuziou	Collection photographique Du Cleuziou	927be13b-cda2-4da5-a2bf-043793f31e34
43 FI 300	s.d. [fin XIXe-1920]	Dol-de-Bretagne	Ille-et-Vilaine	12 X 9	Porche au Pain.	48.5338765	-1.7817216		DuCleuziou	Collection photographique Du Cleuziou	e9635ce3-c945-486b-a26c-ad7a6c389344
19 FI 110	s.d. [1906-1936]	Eréac	_	9 X 14	Grand'Rue.	48.266667	-2.35		Lacombe	Collection photographique Lacombe	2374f263-587c-4fe3-91a1-3805a2006361
19 FI 112	s.d. [1906-1936]	Eréac	_	9 X 14	Monument aux morts dans l'église Saint-Pierre.	48.266667	-2.35		Lacombe	Collection photographique Lacombe	89a29e20-1e9b-4171-aedf-3d4cd7e68df2
19 FI 111	s.d. [1906-1936]	Eréac	_	9 X 14	Monument aux morts de la guerre 1914-1918. Eglise Saint-Pierre. Hôtel de ville.	48.266667	-2.35		Lacombe	Collection photographique Lacombe	95ce71bb-fad7-4400-9216-da37c03855b9
19 FI 135	s.d. [1906-1936]	Erquy	_	9 X 14	Falaise et plage aux environs d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	067306ef-69a5-4f45-ae91-26631e67050d
19 FI 127	s.d. [1906-1936]	Erquy	_	9 X 14	Grotte dans la falaise de la plage de Lourtuais.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	08c093ce-368a-48f2-9048-6c71de7c4237
19 FI 120	s.d. [1906-1936]	Erquy	_	9 X 14	Le viaduc.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	0d2257db-9a9e-42d7-a35a-0a69f21238b2
19 FI 113	s.d. [1906-1936]	Erquy	_	9 X 14	Vue générale du bourg et du cap d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	115e26e4-0e6c-496a-b348-fdc0fba692fd
26 FI 96	1948-1972	Erquy	_	24 x 18	Vue générale du château de Bien-Assis (n° d'épreuve 14.072).	48.633333	-2.466667		Henrard	Collection Photographique Henrard	12dc162a-bede-469b-907e-473abcc30c28
19 FI 119	s.d. [1906-1936]	Erquy	_	9 X 14	La digue de la plage de Caroual.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	137dc102-f76c-43ac-b97d-043a99f937b4
19 FI 131	s.d. [1906-1936]	Erquy	_	9 X 14	Grève aux environs d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	1422d2ad-c758-4c2b-99e8-49adc255ec75
19 FI 132	s.d. [1906-1936]	Erquy	_	9 X 14	Grève et falaise aux environs d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	15977517-1fb3-4bec-baca-6f3d4520af5b
19 FI 116	s.d. [1906-1936]	Erquy	_	9 X 14	Le port.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	1debb0a4-7257-47a5-a6d6-6accf00bd040
19 FI 123	s.d. [1906-1936]	Erquy	_	9 X 14	Faille dans la falaise de la plage de Lourtuais.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	27b8f146-f7b4-4df1-bcdc-365e3b73b4e4
19 FI 122	s.d. [1906-1936]	Erquy	_	9 X 14	Faille dans la falaise de la plage de Lourtuais.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	3d3d8042-72ac-4d13-83ba-54cc14307299
19 FI 118	s.d. [1906-1936]	Erquy	_	9 X 14	Les rochers de la pointe de la Houssaye et le port.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	42683e21-1410-4a33-8b68-5dba7fd32e9a
19 FI 114	s.d. [1906-1936]	Erquy	_	9 X 14	Vue générale du bourg et du cap d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	45209882-3d72-4838-bf11-6870723c602f
19 FI 125	s.d. [1906-1936]	Erquy	_	9 X 14	Faille dans la falaise de la plage de Lourtuais.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	4630e542-6e00-45d6-b604-c5bf1ace6e48
26 FI 95	1948-1972	Erquy	_	24 x 18	Plage du Centre (n° d'épreuve 28.345).	48.633333	-2.466667		Henrard	Collection Photographique Henrard	5d0b5622-20bf-461b-bcfe-9938e9db8789
19 FI 133	s.d. [1906-1936]	Erquy	_	9 X 14	Plage et rochers aux environs d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	62742083-918a-4707-b92e-9954b44254cc
19 FI 124	s.d. [1906-1936]	Erquy	_	9 X 14	Faille dans la falaise de la plage de Lourtuais.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	66982911-0b0f-44d0-9728-3e3161cb1db6
19 FI 129	s.d. [1906-1936]	Erquy	_	9 X 14	Falaise aux environs d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	700efd55-21f0-42ad-a972-b4b11bb93983
19 FI 121	s.d. [1906-1936]	Erquy	_	9 X 14	Falaise de la plage de Lourtuais.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	770e2755-3e8c-487b-ad41-c117c200468e
26 FI 94	1948-1972	Erquy	_	24 x 18	La plage du Centre et la grève du Goulet (n° d'épreuve 474).	48.633333	-2.466667		Henrard	Collection Photographique Henrard	85f8d276-4de2-413c-85d7-d0582e6596b4
19 FI 130	s.d. [1906-1936]	Erquy	_	9 X 14	Grève aux environs d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	8b4e8c4a-f945-4e25-8135-231e827d8602
26 FI 92	1948-1972	Erquy	_	24 x 18	Vue générale de la plage du Centre (n° d'épreuve 14.067).	48.633333	-2.466667		Henrard	Collection Photographique Henrard	90180999-8898-4dbe-bb5a-c4d64aaa533e
19 FI 128	s.d. [1906-1936]	Erquy	_	9 X 14	"Ilôt des Châtelets; rochers de la plage de Lourtuais."	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	a808d572-3784-464a-af11-4e60fb8ad3be
19 FI 115	s.d. [1906-1936]	Erquy	_	9 X 14	Vue générale du bourg et de la pointe de la Houssaye.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	a8678dfb-b51e-4078-9444-41b146c5138d
19 FI 134	s.d. [1906-1936]	Erquy	_	9 X 14	Plage et rochers aux environs d'Erquy.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	ab6b2f51-2bca-4838-b83b-b301665d395c
26 FI 97	1948-1972	Erquy	_	24 x 18	Château de Bien-Assis (n° d'épreuve 14.073).	48.633333	-2.466667		Henrard	Collection Photographique Henrard	b089aab8-77c4-46d8-9ce5-edb73378c628
26 FI 93	1948-1972	Erquy	_	24 x 18	Vue générale sur des habitations (n° d'épreuve 14.068).	48.633333	-2.466667		Henrard	Collection Photographique Henrard	b906234d-b2db-4c57-97eb-40ecbef8d849
26 FI 91	1948-1972	Erquy	_	24 x 18	Le port (n° d'épreuve 14.069).	48.633333	-2.466667		Henrard	Collection Photographique Henrard	ca0ef0c4-9f43-4646-a49f-ee4c76e47f42
19 FI 117	s.d. [1906-1936]	Erquy	_	9 X 14	Le port.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	df1039c3-8889-481d-af9f-456da4c940e2
19 FI 126	s.d. [1906-1936]	Erquy	_	9 X 14	Grotte dans la falaise de la plage de Lourtuais.	48.633333	-2.466667		Lacombe	Collection photographique Lacombe	fd006d1d-e61f-4fe6-8714-5f9f877018d1
26 FI 98	1948-1972	Etables	_	24 x 18	Eglise Saint-Jean-Baptiste (n° d'épreuve 14.100).	48.6267181	-2.8770643		Henrard	Collection Photographique Henrard	03eb924f-02c1-428e-97d0-ecb5246f64e9
39 FI 190	s.d. [1906-1925]	Etables-sur-Mer	_	6 X 13	Procession religieuse à la plage des Godelins.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	0c0a6977-c7e7-4865-905e-d751cd513887
39 FI 188	s.d. [1906-1925]	Etables-sur-Mer	_	4,5 X 6	Calvaire de la rue Louais.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	22125876-994a-4e1d-8836-a17fa1d68331
39 FI 191	s.d. [1906-1925]	Etables-sur-Mer	_	6 X 13	Procession religieuse à la plage des Godelins.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	373bf453-f893-4340-8247-518cef2ab3f9
39 FI 194	s.d. [1906-1925]	Etables-sur-Mer	_	6 X 13	Fête religieuse sur la plage des Godelins.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	39a57def-cc0b-4fce-bd64-ee09907d0aeb
19 FI 136	s.d. [1906-1936]	Etables-sur-Mer	_	9 X 14	Plage des Godelins, plage et pointe du Moulin.	48.6267181	-2.8770643		Lacombe	Collection photographique Lacombe	3de5712d-ac2e-4462-91ed-f67fb6a8f1dc
20FI2	vers 1934	Etables-sur-Mer	_	9 X 10	Calvaire de la Colombière.	48.6267181	-2.8770643	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	594e7f39-ecc1-4c68-b8ba-db63bf2341d5
19 FI 137	s.d. [1906-1936]	Etables-sur-Mer	_	9 X 14	Croix de la Colombière.	48.6267181	-2.8770643		Lacombe	Collection photographique Lacombe	7e6e9550-2c4a-4102-b34d-9befc52ae2ab
39 FI 184	s.d. [1906-1925]	Etables-sur-Mer	_	6 X 4,5	Manoir de la Ville-Durand.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	87044b8e-3cc2-40f8-b5e4-b9b4e19640ee
39 FI 192	s.d. [1906-1925]	Etables-sur-Mer	_	6 X 13	Procession religieuse à la plage des Godelins.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	922ad68a-8b30-40c8-b20f-2a050acd7ce3
39 FI 189	s.d. [1906-1925]	Etables-sur-Mer	_	4,5 X 6	Calvaire de la rue Louais.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	99a460cc-9729-4645-99f9-0b1ba14b617d
39 FI 187	s.d. [1906-1925]	Etables-sur-Mer	_	4,5 X 8	Manoir de la Ville-Durand  : la chapelle Saint-Jacques.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	adfe1b13-ed95-4ee4-a34c-cb352d50427e
44 FI 1	s.d. [1904-1908]]	Etables-sur-Mer	_	8,5 X 10	Course d'ânes sur la plage des Godelins.	48.6267181	-2.8770643		Delepine	Collection Photographique Delépine	af104d85-4249-4dc6-8e5a-07b1b3a65de8
44 FI 2	s.d. [1904-1908]	Etables-sur-Mer	_	8,5 X 10	Course d'ânes sur la plage des Godelins.	48.6267181	-2.8770643		Delepine	Collection Photographique Delépine	c5274295-04b0-4d37-ba43-bfa4b6833639
39 FI 185	s.d. [1906-1925]	Etables-sur-Mer	_	6 X 13	Manoir de la Ville-Durand.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	d170b7d4-b10d-4276-bcad-d2a92ccc0b03
39 FI 186	s.d. [1906-1925]	Etables-sur-Mer	_	4,5 X 6	Manoir de la Ville-Durand.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	d38688bb-f12d-4299-88bf-7085673c7e3f
39 FI 193	s.d. [1906-1925]	Etables-sur-Mer	_	6 X 13	Fête religieuse sur la plage des Godelins.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	e48f8c0f-4cde-4bb0-803f-b7e93a3be7a4
39 FI 183	[vers 1906]	Etables-sur-Mer	_	6 X 13	Manoir de la Ville-Durand.	48.6267181	-2.8770643		vallee	Collection photographique Vallée	ec0337e5-cd5e-4f12-aa2b-836d671a728f
43 FI 419	s.d. [fin XIXe-1920]	Faou (Le)	Finistère	9 X 12	Environs de Notre-Dame de Rumengol.	48.3028143	-4.177278		DuCleuziou	Collection photographique Du Cleuziou	1038a7f8-0bc5-45fe-b616-d7f81bfffcfe
43 FI 421	s.d. [fin XIXe-1920]	Faou (Le)	Finistère	12 X 9	Eglise Notre-Dame de Rumengol : le porche sud.	48.3028143	-4.177278		DuCleuziou	Collection photographique Du Cleuziou	7bbe3fe4-9cd6-411c-8b98-fdf894b3d4ae
43 FI 423	s.d. [fin XIXe-1920]	Faou (Le)	Finistère	12 X 15	Eglise Notre-Dame de Rumengol : la vierge à l'enfant.	48.3028143	-4.177278		DuCleuziou	Collection photographique Du Cleuziou	90a42b37-c3c6-4878-af7d-b76d2715d271
43 FI 424	s.d. [fin XIXe-1920]	Faou (Le)	Finistère	12 X 9	Notre-Dame de Rumengol : chapelle du Pardon.	48.3028143	-4.177278		DuCleuziou	Collection photographique Du Cleuziou	a33a7386-470a-40ce-ace5-ee1cd31f29f7
43 FI 420	s.d. [fin XIXe-1920]	Faou (Le)	Finistère	9 X 12	Eglise Notre-Dame de Rumengol.	48.3028143	-4.177278		DuCleuziou	Collection photographique Du Cleuziou	f8360efa-fdd4-49c3-b0d9-41ca0b7c0001
43 FI 422	s.d. [fin XIXe-1920]	Faou (Le)	Finistère	12 X 9	Eglise Notre-Dame de Rumengol : le porche sud.	48.3028143	-4.177278		DuCleuziou	Collection photographique Du Cleuziou	fc569874-9176-455a-8edf-e80071350220
43 FI 521	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Groupe de femmes et d'enfants.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	02c96d2f-7e91-4bf9-aebd-3597433b776f
43 FI 519	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait d'une jeune fille tenant deux enfants par la main.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	04bf98d9-ccb8-46df-9209-da7da2d8da53
43 FI 512	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Groupe de garçons.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	1ce8cd2d-cac6-45d8-a88d-6d9bfa8ede08
43 FI 517	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait en pied d'un garçon.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	2e6ada82-023a-4af5-a1a6-32946e606f3f
43 FI 506	s.d. [fin XIXe-1920]	Finistère	_	9 X 12	Fontaine.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	2f132e4b-6c1a-45a1-9434-3af0e2a3566c
43 FI 522	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait de deux femmes.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	432b5c79-8d3f-4ae5-8e45-b58000fc3a6b
43 FI 509	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Charrette sur une route.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	544af4af-b9ac-4379-806f-9631a92cfdf2
43 FI 518	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait en pied d'un garçon.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	5dd99cb3-5fa1-4a95-9bb2-04314a308928
43 FI 523	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait de deux femmes et d'un prêtre.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	6b7ae232-3aba-4baa-82d9-82e516b905ca
43 FI 507	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Fontaine.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	73cc5b7c-6760-4927-a35b-5cd7ca169c9c
43 FI 510	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Groupe de garçons accompagnés d'un prêtre.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	8f55ad80-287c-4f9d-8e63-d50e9f212004
43 FI 514	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait en pied de trois garçons.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	9e45cd87-c3f2-44c6-88c1-4a1e86d1c375
43 FI 513	s.d. [fin XIXe-1920]	Finistère	_	9 X 12	Garçons jouant avec des billes.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	b713c59a-f540-4887-a1b0-7e32794d163c
43 FI 508	s.d. [fin XIXe-1920]	Finistère	_	9 X 12	Cirque Robba.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	c995785e-c438-431b-a3a0-149a6a375620
43 FI 515	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait en pied de deux garçons.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	d4fdce4c-9e00-4c1e-89aa-afbd1090f8db
43 FI 520	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait d'une fillette.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	d7624439-9258-4d16-945d-a113522dd81d
43 FI 511	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Groupe de garçons.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	e4529ffc-3ba8-46df-afe7-8e246b85f44f
43 FI 516	s.d. [fin XIXe-1920]	Finistère	_	12 X 9	Portrait en pied d'un garçon.	48.3028143	-4.8243912		DuCleuziou	Collection photographique Du Cleuziou	f9508d92-9350-4e6d-8a74-bf3f4b6b823e
43 FI 306	1901	Fougères	Ille-et-Vilaine	18 X 13	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	00e59c44-dfd7-4fdd-884e-787c20b0a829
43 FI 345	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : Détail d'une tour.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	0a7f2e27-c6b9-4694-9fa3-efd188318b47
43 FI 346	1901	Fougères	Ille-et-Vilaine	9 X 12	Château de Fougères 35 : détail d'une tour.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	0c5a942e-3741-4af0-a4cf-03042e3ac062
43 FI 318	1901	Fougères	Ille-et-Vilaine	18 X 13	Eglise Saint-Sulpice : le retable Notre-Dame des Marais.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	0c7d649f-33b4-402c-aa9a-3e91e41146f6
43 FI 313	1901	Fougères	Ille-et-Vilaine	12 X 9	Vue générale de la ville et de l'église Saint-Léonard.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	0df0ab31-1949-49c0-b53f-80015c18d2a6
43 FI 340	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : détail d'une tour.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	0ec07379-692d-431e-becc-e8075c626a44
43 FI 352	1901	Fougères	Ille-et-Vilaine	12 X 9	Enfants dans un parc.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	0f8ebb5e-b69a-4b17-bd2c-7756702b062a
43 FI 332	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La tour Surienne et la tour Mélusine.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	146c04d7-f43c-406c-9a86-23705dda3c25
43 FI 316	1901	Fougères	Ille-et-Vilaine	18 X 13	Eglise Saint-Léonard.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	1843fa97-a615-4100-9a03-3a5c2032f0fb
43 FI 322	1901	Fougères	Ille-et-Vilaine	18 X 13	Vue générale du château et de ses environs.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	1c13b403-c263-46d6-a4e8-e964d0906c2a
43 FI 334	1901	Fougères	Ille-et-Vilaine	18 X 13	Château de Fougères 35 : L'Avancée.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	23258d68-5471-4381-9387-7a13c33c3d0f
43 FI 320	1901	Fougères	Ille-et-Vilaine	12 X 9	Rue aux environs du château.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	24a16eb2-a3d4-4aff-a37a-7354c81f6582
43 FI 341	1901	Fougères	Ille-et-Vilaine	13 X 18	Château de Fougères 35 : tour et douves ; à l'arrière plan la tour de Guibé et la tour du Gobelin.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	266a7760-4535-43bb-8873-fa55fb0af357
43 FI 330	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La tour Mélusine et la tour du Gobelin.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	274062b2-be44-4dc9-956b-496d18dcebdd
43 FI 350	1901	Fougères	Ille-et-Vilaine	13 X 18	Puits au pied du château.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	38ab4be8-e396-442f-83f0-8d79fbce10bb
43 FI 307	1901	Fougères	Ille-et-Vilaine	12 X 9	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	40ef0827-852f-4e73-982b-8fd893e4a7b2
43 FI 336	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La porte Notre-Dame.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	4842b0c2-b13d-4949-8248-ee58c18344a4
43 FI 328	1901	Fougères	Ille-et-Vilaine	13 X 18	Château de Fougères 35 : La tour Mélusine et la tour du Gobelin.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	497380a5-b019-4eb8-b95e-dd78b6af90e5
43 FI 321	1901	Fougères	Ille-et-Vilaine	13 X 18	Vue générale du château et de ses environs.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	4d948c4c-12b4-4d57-9af9-5692b15f2506
43 FI 349	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : porte en ruines.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	4ea6a30a-639b-4427-864c-a458d22b6a02
43 FI 344	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : détail d'un escalier et d'une tour.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	4f33a2dd-3678-4bdf-9d92-bd95ba72f433
43 FI 335	1901	Fougères	Ille-et-Vilaine	18 X 13	Château de Fougères 35 : La tour du Hallay.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	52b399a2-a966-4841-be92-758c836abc61
43 FI 326	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La tour de Guibé, la tour du Gobelin et la tour Melusine.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	57c18392-5763-4345-a10c-2169c528b7cb
43 FI 324	1901	Fougères	Ille-et-Vilaine	9 X 12	Château de Fougères 35 : La tour de Guibé, la tour du Gobelin et la tour Melusine.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	5dc8e3c5-915c-451f-ac13-e43cc004e692
43 FI 309	1901	Fougères	Ille-et-Vilaine	9 X 12	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	6607e908-f3e1-40cc-9ed5-8e33b713ef81
43 FI 333	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : la poterne et la rue de Rennes.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	67bd8702-0b74-4a66-9d5c-6a318563379b
43 FI 351	1901	Fougères	Ille-et-Vilaine	12 X 9	Puits au pied du château.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	719435c2-852e-4ac8-b728-1aa050aa6110
43 FI 304	1901	Fougères	Ille-et-Vilaine	9 X 12	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	742105da-6b8c-49a0-b914-6d8a44a593d7
43 FI 315	1901	Fougères	Ille-et-Vilaine	12 X 9	Vue générale de la ville et de l'église Saint-Sulpice.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	8319507d-6aa0-46da-bb25-ce1dd43ac8ce
43 FI 325	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La tour de Guibé, la tour du Gobelin et la tour Melusine.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	89e63f25-96bc-4fbf-a723-7d835fee1265
43 FI 311	1901	Fougères	Ille-et-Vilaine	12 X 9	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	8cda40c0-fd7a-4ac8-9281-e8fa266fd80b
43 FI 347	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : détail d'une tour.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	8fb52e24-58aa-4a3b-891c-d0ec063e4a29
43 FI 305	1901	Fougères	Ille-et-Vilaine	12 X 9	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	95607abd-21b2-4538-a1c8-d007c21b5be3
43 FI 348	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : lavandières au pied des remparts.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	9cf60e36-e927-44f8-b61e-d71ace1e4dec
