COTE	DATE	LIEU	DEPARTEMENT	DIM	TITRE	latitude	longitude	DESCRIPTION	PHOTOGRAPHE	COLLECTION	UID
43 FI 136	s.d. [fin XIXe-1920]	Plaine-Haute	_	13 X 18	Manoir de La Ville Daniel.	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	1a709509-cde1-4a59-9e34-6b0e648e5b12
43 FI 131	s.d. [fin XIXe-1920]	Plaine-Haute	_	18 X 13	Eglise Saint-Pierre et Saint-Paul : Notre-Dame de Plaine-Haute.	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	33c68247-264b-4869-b77a-31f361585e52
43 FI 130	s.d. [fin XIXe-1920]	Plaine-Haute	_	18 X 13	Eglise Saint-Pierre et Saint-Paul : portail.	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	b5620907-4eb3-485e-86cc-14769b993ffb
43 FI 135	s.d. [fin XIXe-1920]	Plaine-Haute	_	9 X 12	Sainte-Anne-du-Houlin.	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	b5ddeb13-dfb5-46c1-88fc-c313d2ed12b4
43 FI 134	s.d. [fin XIXe-1920]	Plaine-Haute	_	12 X 9	Chapelle Sainte-Anne-du-Houlin.	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	be42782f-a52a-42ca-b2d1-55ac1b69f7b8
43 FI 132	s.d. [fin XIXe-1920]	Plaine-Haute	_	9 X 12	Vue générale de Sainte-Anne du Houlin.	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	cd960f72-0906-4214-a403-81c54189cb3c
43 FI 137	s.d. [fin XIXe-1920]	Plaine-Haute	_	18 X 13	Manoir de La Ville Daniel.	48.45	-2.85		DuCleuziou	Collection photographique Du Cleuziou	f669daeb-4e0e-4850-9378-1c50737988d1
43 FI 143	s.d. [fin XIXe-1920]	Plancoët	_	12 X 9	Rue de l'Abbaye et la maison du Dôme.	48.533333	-2.25		DuCleuziou	Collection photographique Du Cleuziou	062e761e-c3ea-4224-a170-e64b0c4ec6f2
43 FI 141	s.d. [fin XIXe-1920]	Plancoët	_	12 X 9	Rue de l'Abbaye et la maison du Dôme.	48.533333	-2.25		DuCleuziou	Collection photographique Du Cleuziou	149d8135-2b2e-4eb0-a21b-e5df6702530c
26 FI 268	1948-1972	Plancoët	_	24 x 18	La Corbinais et la chapelle des Eudistes (n° d'épreuve 14.166).	48.533333	-2.25		Henrard	Collection Photographique Henrard	18ec7d47-d366-4ef3-b6ad-b4f579d55421
26 FI 265	1948-1972	Plancoët	_	24 x 18	Voies ferrées (n° d'épreuve 9.967).	48.533333	-2.25		Henrard	Collection Photographique Henrard	1cbd449d-d7d1-4530-8c5d-2a7de1b1a1d1
19 FI 251	s.d. [1906-1936]	Plancoët	_	9 X 14	Moulin, déversoir et pont sur l'Arguenon.	48.533333	-2.25		Lacombe	Collection photographique Lacombe	2cfaeaff-348d-466c-a2a8-6c39dbaa4fe2
43 FI 144	s.d. [fin XIXe-1920]	Plancoët	_	12 X 9	Rue de l'Abbaye.	48.533333	-2.25		DuCleuziou	Collection photographique Du Cleuziou	2ee8b87c-8b9e-4ca3-b1ae-6b7095764ade
19 FI 248	s.d. [1906-1936]	Plancoët	_	9 X 14	Vue générale de la gare et de la ville.	48.533333	-2.25		Lacombe	Collection photographique Lacombe	3c454593-f539-450b-95c7-2642bf504b96
19 FI 253	s.d. [1906-1936]	Plancoët	_	9 X 14	Les quais.	48.533333	-2.25		Lacombe	Collection photographique Lacombe	3f616ea1-bc3d-47c2-9b82-69192eea930e
19 FI 249	s.d. [1906-1936]	Plancoët	_	9 X 14	Pré Rolland et la ville.	48.533333	-2.25		Lacombe	Collection photographique Lacombe	4c1fa28a-8bbf-454b-940f-95c62055db83
26 FI 267	1948-1972	Plancoët	_	24 x 18	Eglise Saint-Sauveur (n° d'épreuve 16.737).	48.533333	-2.25		Henrard	Collection Photographique Henrard	512afa0d-6698-445a-a1a8-61169237b4ef
26 FI 263	1948-1972	Plancoët	_	24 x 18	Vue générale d'une partie du bourg et de la campagne (n° d'épreuve 9.966).	48.533333	-2.25		Henrard	Collection Photographique Henrard	52484f4b-dd99-43f1-ad0c-718f4b60f326
26 FI 260	1948-1972	Plancoët	_	24 x 18	Vue générale du bourg (n° d'épreuve 16.734).	48.533333	-2.25		Henrard	Collection Photographique Henrard	597a98a0-4793-4dde-9a11-13b0e70d2016
43 FI 140	s.d. [fin XIXe-1920]	Plancoët	_	12 X 9	Scène de marché ; vue générale de l'église Saint-Sauveur.	48.533333	-2.25		DuCleuziou	Collection photographique Du Cleuziou	833ffd14-cd97-41d2-95be-93fd334d6dcb
43 FI 292	s.d. [fin XIXe-1920]	Plancoët	_	12 X 9	Maison.	48.533333	-2.25		DuCleuziou	Collection photographique Du Cleuziou	8f3f2a63-2062-4f9f-9269-3e4b1d70536c
19 FI 250	s.d. [1906-1936]	Plancoët	_	9 X 14	Pré Rolland et la ville.	48.533333	-2.25		Lacombe	Collection photographique Lacombe	9df287f8-47ec-45ec-891d-57cea6ba028a
26 FI 259	1948-1972	Plancoët	_	24 x 18	Vue générale du bourg (n° d'épreuve 14.164).	48.533333	-2.25		Henrard	Collection Photographique Henrard	ac4f1e53-addf-4260-a1a3-6c4fc7b61d41
43 FI 291	s.d. [fin XIXe-1920]	Plancoët	_	12 X 9	Maison.	48.533333	-2.25		DuCleuziou	Collection photographique Du Cleuziou	ac7a7b5c-26a2-469e-b9f4-38dd9a884c23
19 FI 252	s.d. [1906-1936]	Plancoët	_	9 X 14	Passerelle et déversoir sur l'Arguenon. Les Quais. Rue de l'abbaye.	48.533333	-2.25		Lacombe	Collection photographique Lacombe	b2d3d20c-d570-4754-af36-bc9a181981c9
26 FI 266	1948-1972	Plancoët	_	24 x 18	Gare et voies ferrées, terrain de foot (n° d'épreuve 16.735).	48.533333	-2.25		Henrard	Collection Photographique Henrard	bfe60f79-8938-4518-b829-2212f09b3ffd
26 FI 264	1948-1972	Plancoët	_	24 x 18	Rue des Quais (n° d'épreuve 16.736).	48.533333	-2.25		Henrard	Collection Photographique Henrard	c3205c2d-9455-4581-a30f-f3cc9ab8db9c
26 FI 258	1948-1972	Plancoët	_	24 x 18	Vue générale du bourg (n° d'épreuve 14.167).	48.533333	-2.25		Henrard	Collection Photographique Henrard	e73de038-a248-4c89-9b05-f1f14ef4dff3
26 FI 261	1948-1972	Plancoët	_	24 x 18	Eglise Saint-Sauveur et Abbaye Trinitaire (devenue hôtel) (n° d'épreuve 14.165).	48.533333	-2.25		Henrard	Collection Photographique Henrard	e7b6da81-8fe9-4047-8539-5fcbf4fa7cfa
43 FI 142	s.d. [fin XIXe-1920]	Plancoët	_	12 X 9	Rue de l'Abbaye et la maison du Dôme.	48.533333	-2.25		DuCleuziou	Collection photographique Du Cleuziou	ebf5bf9b-728b-4401-9410-2ea4b1b39a26
26 FI 262	1948-1972	Plancoët	_	24 x 18	Pont sur l'Arguenon (n° d'épreuve 16.738).	48.533333	-2.25		Henrard	Collection Photographique Henrard	fdc0a430-0f46-4ddc-9d14-c2fa3703927a
43 FI 147	s.d. [fin XIXe-1920]	Pléboulle	_	12 X 9	Tour de Montbran.	48.616667	-2.333333		DuCleuziou	Collection photographique Du Cleuziou	333a935f-27e3-44e6-ac41-96f17f4573fa
43 FI 146	s.d. [fin XIXe-1920]	Pléboulle	_	12 X 9	Chapelle Notre-Dame-du-Temple : calvaire.	48.616667	-2.333333		DuCleuziou	Collection photographique Du Cleuziou	546a9122-6ae3-43d6-86c7-cb92ba2c3d7c
43 FI 145	s.d. [fin XIXe-1920]	Pléboulle	_	12 X 9	Chapelle Notre-Dame-du-Temple.	48.616667	-2.333333		DuCleuziou	Collection photographique Du Cleuziou	97feba38-a4fd-4ba0-aae1-c7c503b620fe
43 FI 148	s.d. [fin XIXe-1920]	Pléboulle	_	12 X 9	Tour de Montbran.	48.616667	-2.333333		DuCleuziou	Collection photographique Du Cleuziou	d6ef4e4f-d1df-47ef-9090-1ac55bacf54d
43 FI 152	s.d. [fin XIXe-1920]	Plédéliac	_	12 X 9	Château de La Hunaudaye.	48.45	-2.383333		DuCleuziou	Collection photographique Du Cleuziou	0a6272b9-652c-46d8-bdfe-0cdb202a342c
43 FI 149	s.d. [fin XIXe-1920]	Plédéliac	_	9 X 12	Château de La Hunaudaye.	48.183333	-2.6		DuCleuziou	Collection photographique Du Cleuziou	736076e4-9da9-4cc6-b396-b75fee961344
26 FI 270	1948-1972	Plemet	_	24 x 18	Eglise Saint-Pierre et Saint-Paul (n° d'épreuve 16.804).	48.183333	-2.6		Henrard	Collection Photographique Henrard	2ca20404-1a39-4f15-9568-6623bf622484
26 FI 271	1948-1972	Plemet	_	24 x 18	Sanatorium de Bodiffé (n° d'épreuve 16.805).	48.183333	-2.6		Henrard	Collection Photographique Henrard	4cc7351b-a15e-45a7-8dc1-b2d979322027
26 FI 269	1948-1972	Plemet	_	24 x 18	Vue générale du bourg (n° d'épreuve 16.803).	48.366667	-2.4		Henrard	Collection Photographique Henrard	6aeff0ba-b968-4ee8-83c6-426719387d90
19 FI 265	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Mairie de Pléneuf.	48.6	-2.55		Lacombe	Collection photographique Lacombe	011792e5-4c83-4bcf-9e30-44c8b6056761
20FI5	vers 1934	Pléneuf-Val-André	_	9 X 10	Ilot du Verdelet.	48.6	-2.55	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	01cb155a-ceae-48a8-9baf-394725453571
26 FI 277	1948-1972	Pléneuf-Val-André	_	24 x 18	La plage, Piégu et le Verdelet (n° d'épreuve 14.079).	48.6	-2.55		Henrard	Collection Photographique Henrard	06b6ec1e-6a05-4e72-8024-74a96fdd9962
26 FI 275	1948-1972	Pléneuf-Val-André	_	24 x 18	Vue générale de la plage (n° d'épreuve 476).	48.6	-2.55		Henrard	Collection Photographique Henrard	0e7d3c3c-6210-4298-9362-5e4ea67bae40
26 FI 278	1948-1972	Pléneuf-Val-André	_	24 x 18	Piégu et le Verdelet (n° d'épreuve 14.074).	48.6	-2.55		Henrard	Collection Photographique Henrard	243a2e66-cd5d-4ecb-aeea-5082bb93903c
19 FI 264	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Commerce et maisons de la rue Maréchal Foch.	48.6	-2.55		Lacombe	Collection photographique Lacombe	29bd7448-0364-4d20-8839-9e9c278aab35
19 FI 263	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Maisons de la rue de la Mer. Ecole Saint-Anne-Saint-Joseph.	48.6	-2.55		Lacombe	Collection photographique Lacombe	2f9730d6-dc6d-4540-8436-8e8c9f9c48d9
26 FI 283	1948-1972	Pléneuf-Val-André	_	24 x 18	Le Casino, la Communauté et la chapelle Notre-Dame (n° d'épreuve 14.076).	48.6	-2.55		Henrard	Collection Photographique Henrard	36f68d53-e80d-4264-bb79-c6a2011b5271
26 FI 279	1948-1972	Pléneuf-Val-André	_	24 x 18	Port de Piégu (n° d'épreuve 192.033).	48.6	-2.55		Henrard	Collection Photographique Henrard	370e9a0d-bb33-49de-a498-f424410790ab
19 FI 257	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Le Lingouaret. Le Piégu. Falaise de Château Tanguy.	48.6	-2.55		Lacombe	Collection photographique Lacombe	44af2409-e84b-41c4-a601-7c5119838cab
19 FI 260	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Grève de la Vallée.	48.6	-2.55		Lacombe	Collection photographique Lacombe	451a8df6-3dd5-4745-bf28-fc1b6972923b
19 FI 262	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Maisons de la rue Charles Cotard et hôtel du Verdelet.	48.6	-2.55		Lacombe	Collection photographique Lacombe	529ea99e-f106-444a-955e-466710cb23d5
19 FI 255	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Le Minihy. Hôtel Etienne.	48.6	-2.55		Lacombe	Collection photographique Lacombe	66cd6b8c-fa8b-4632-b86c-2a0dd6ec97b0
26 FI 276	1948-1972	Pléneuf-Val-André	_	24 x 18	Vue générale de la plage (n° d'épreuve 475).	48.6	-2.55		Henrard	Collection Photographique Henrard	793e1a16-25ba-435c-ad95-af22de4a8fd2
26 FI 272	1948-1972	Pléneuf-Val-André	_	24 x 18	Vue générale du bourg (n° d'épreuve 14.071).	48.6	-2.55		Henrard	Collection Photographique Henrard	89aa4d66-1b32-4bc1-8793-a955fc0b8187
26 FI 274	1948-1972	Pléneuf-Val-André	_	24 x 18	Vue générale de la plage et du port de Piégu (n° d'épreuve 477).	48.6	-2.55		Henrard	Collection Photographique Henrard	89aa6f47-56c1-4a44-8ad3-24f7c402f019
26 FI 282	1948-1972	Pléneuf-Val-André	_	24 x 18	La plage et le Casino (n° d'épreuve 14.077).	48.6	-2.55		Henrard	Collection Photographique Henrard	8a58cf57-2a84-4bf4-86dd-a10d29faad4f
19 FI 259	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Rue de la plage des Vallées.	48.6	-2.55		Lacombe	Collection photographique Lacombe	9406c6dd-e757-47b7-aa8f-f08b452a6cc4
19 FI 266	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Monument aux morts de la guerre 1914-1918. Eglise Saint-Pierre et Saint-Paul.	48.6	-2.55		Lacombe	Collection photographique Lacombe	b7aefa44-8281-4674-89a8-b42290ca2204
26 FI 280	1948-1972	Pléneuf-Val-André	_	24 x 18	La plage (n° d'épreuve 28.344).	48.6	-2.55		Henrard	Collection Photographique Henrard	c3adb472-2036-45f5-aba3-e89afabd3a85
19 FI 254	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Falaises et maisons de la ville Pichard. La Boulaie.	48.6	-2.55		Lacombe	Collection photographique Lacombe	d307ae2c-e19f-44d5-bb8d-5510f4fdf796
19 FI 261	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Villa Ker Lois et maison de la rue de la Falaise.	48.6	-2.55		Lacombe	Collection photographique Lacombe	d4da57ef-42be-48a2-8a18-10d47e0ac407
26 FI 273	1948-1972	Pléneuf-Val-André	_	24 x 18	Eglise Saint-Pierre et Saint-Paul (n° d'épreuve 14.070).	48.6	-2.55		Henrard	Collection Photographique Henrard	de43f7f0-e5bd-4a36-a686-39422f049b8f
19 FI 256	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Environs de la gare de Pléneuf.	48.6	-2.55		Lacombe	Collection photographique Lacombe	e29eff95-b6c9-4d49-82ab-c5320f881441
19 FI 258	s.d. [1906-1936]	Pléneuf-Val-André	_	9 X 14	Plage. Quay Célestin Bouglé. Maisons de la rue de la corniche.	48.6	-2.55		Lacombe	Collection photographique Lacombe	e54067bf-8858-449d-a774-1af44bdb9365
26 FI 284	1948-1972	Pléneuf-Val-André	_	24 x 18	Le Verdelet (n° d'épreuve 14.075).	48.6	-2.55		Henrard	Collection Photographique Henrard	f0beda4b-bb74-4cd6-bce2-1a438ce21635
26 FI 281	1948-1972	Pléneuf-Val-André	_	24 x 18	La Communauté, le Casino, la plage (n° d'épreuve 14.078).	48.6	-2.55		Henrard	Collection Photographique Henrard	fe7754e1-7871-48a2-b981-f6ce44e5f74a
44 FI 3	s.d. [1904-1908]	Plérin	_	8,5 X 10	Montreur d'ours au Légué.	48.533333	-2.783333		Delepine	Collection Photographique Delépine	0878d6d1-ad36-4ab9-a304-5cee81cdfa69
43 FI 176	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Rochers vers la Pointe du Roselier.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	092f24e4-47db-46af-8081-5c2bab49e88e
43 FI 184	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Martin-plage vers la Pointe des Tablettes.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	0e2acf7c-688a-4e48-8db4-d5174e0205ea
20FI13	vers 1934	Plérin	_	9 X 10	Rochers des Tablettes.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	0f54b6f9-fa8f-45b2-a002-94825761e196
43 FI 154	s.d. [fin XIXe-1920]	Plérin	_	13 X 18	Chapelle Notre-Dame de Bon-Repos.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	10022c04-2b92-4e23-84d8-eda2c8a10e19
43 FI 158	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Croix celtique.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	1027d0df-6c49-4202-aef9-eb31458e9520
43 FI 179	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Rochers de La Pointe du Roselier.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	11b287c9-c139-4fde-b0f2-5dc0b822f6d8
43 FI 161	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Port du Légué.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	18b7be23-acc5-4460-8d5a-16d46ba8c576
20FI15	vers 1934	Plérin	_	9 X 10	Rochers des Tablettes.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	1b996269-0554-427f-9d46-2acf78d97287
20FI20	vers 1934	Plérin	_	9 X 10	Vue générale de Plérin-Sous-La-Tour.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	1c604679-a43a-4f84-b968-4ffe634a8bdc
43 FI 153	s.d. [fin XIXe-1920]	Plérin	_	13 X 18	Eglise Saint-Pierre : tombeau de Thébault de Tanouarn.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	1ecbaaf9-5369-4391-967d-c4b13fbbcebc
26 FI 287	1948-1972	Plérin	_	24 x 18	Vue générale de la plage des Rosaires (n° d'épreuve 14.083).	48.533333	-2.783333		Henrard	Collection Photographique Henrard	1fb66329-58bf-4ceb-9aca-0473ead596d2
43 FI 182	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Plage de Saint-Laurent.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	20201278-a760-4d3b-8aea-a5bc4c314f5e
26 FI 288	1948-1972	Plérin	_	24 x 18	Vue générale de la plage des Rosaires (n° d'épreuve 14.082).	48.533333	-2.783333		Henrard	Collection Photographique Henrard	21727d16-796b-41fc-9c5f-f6e800b5fb09
43 FI 180	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Plage de Saint-Laurent.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	2419d470-1710-4999-b918-4525717a17db
43 FI 165	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Pêcheuse de crevettes en baie de Saint-Brieuc.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	2bc07434-4cf7-4764-8855-0230d741d174
20FI16	vers 1934	Plérin	_	9 X 10	Rochers des Tablettes.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	2d77d2ff-cb0d-428a-85df-de9e5eb7364d
43 FI 163	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Retour de pêche au port du Légué.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	3671a321-5209-4237-882d-6f2dff903e78
43 FI 170	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Bord de mer.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	38cc6772-131c-4619-90f5-2767cc9aa236
20FI10	vers 1934	Plérin	_	9 X 10	Vue générale de Tournemine et des Rosaires.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	408c9259-c850-4a89-a399-d38103ecd700
43 FI 181	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Plage de Saint-Laurent.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	460ff87d-ab7a-4f2b-885f-0712e00e2363
43 FI 169	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Ramassage du maërl en baie de Saint-Brieuc.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	465a814f-639a-4c5a-8101-d6fbd0853af6
19 FI 267	s.d. [1906-1936]	Plérin	_	9 X 14	Déversoir du port du Légué.	48.533333	-2.783333		Lacombe	Collection photographique Lacombe	4b305cb7-83d4-4d16-b4b6-450d230ea617
43 FI 155	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Chapelle Notre-Dame de Bon-Repos.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	4ef36494-4708-459c-9931-6f436411ab68
20FI11	vers 1934	Plérin	_	9 X 10	Vue générale de Tournemine et des Rosaires.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	51e89921-1d1c-4434-bca7-100ef5ce0ed6
43 FI 175	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Enfants à Martin-Plage.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	53ac5495-8ab8-49a7-be07-37098ebbbffd
20FI21	vers 1934	Plérin	_	9 X 10	Phare à l'entrée du Légué.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	53da1bfc-9dfd-4623-bea2-354fa08aca89
20FI19	vers 1934	Plérin	_	9 X 10	Rocher Martin et la pointe du Roselier.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	5505704d-86a8-4d94-921c-587907d37048
20FI18	vers 1934	Plérin	_	9 X 10	Rocher Martin.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	5eb4a14c-5c0d-4956-9cd8-5a5350d14860
20FI9	vers 1934	Plérin	_	9 X 10	Vue générale de Tournemine et des Rosaires.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	60a289fd-2ca9-4177-af6b-76e86e946fc9
43 FI 164	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Remorquage d'une épave au port du Légué.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	689dc4f1-749f-4d32-ae53-2597957b8f07
43 FI 177	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Enfants dans l'eau à la Pointe du Roselier.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	71148628-9972-4ed9-b2f1-82e7db3adc77
20FI14	vers 1934	Plérin	_	9 X 10	Rochers des Tablettes.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	74b460d8-6a1c-4df3-aba8-7b510e17be0f
43 FI 174	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Martin-Plage.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	7e23d100-71e2-411e-9712-2ceb27d218df
43 FI 156	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Croix et Chapelle Notre-Dame de Bon-Repos.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	835f0fd7-d65d-487c-89e9-df6e1b6cf077
19 FI 271	s.d. [1906-1936]	Plérin	_	9 X 14	Cabines de bain de l'Anse aux Moines.	48.533333	-2.783333		Lacombe	Collection photographique Lacombe	84de9be5-e115-474b-941c-bc4857f23742
19 FI 269	s.d. [1906-1936]	Plérin	_	9 X 14	Goélette au mouillage sous La Tour.	48.533333	-2.783333		Lacombe	Collection photographique Lacombe	8aeac43a-53b2-49dd-8d60-413f5646e7a1
43 FI 168	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Pose d'une ligne de fond en baie de Saint-Brieuc.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	8ebf5845-5185-4cab-a8ed-55549a64b7e2
26 FI 285	1948-1972	Plérin	_	24 x 18	Entrée du port du Légué et la Tour de Cesson (n° d'épreuve 481).	48.533333	-2.783333		Henrard	Collection Photographique Henrard	9ac8e657-0ee5-4762-8002-74896786d426
43 FI 157	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Croix celtique.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	a116a44b-581a-44d6-90f9-8f5aeb84fe07
20FI17	vers 1934	Plérin	_	9 X 10	Martin Plage et la pointe du Roselier.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	a83b206b-5889-445a-b395-aa9a49507a7a
20FI12	vers 1934	Plérin	_	9 X 10	Villa des Rosaires.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	a99751ff-2ee5-4802-8c52-3265c700ed38
43 FI 173	s.d. [fin XIXe-1920]	Plérin	_	12 X 9	Le Rocher Martin.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	b3173c2a-b1ad-40f1-8c0b-654a9c286102
26 FI 286	1948-1972	Plérin	_	24 x 18	Pointe du Roselier (n° d'épreuve 14.084).	48.533333	-2.783333		Henrard	Collection Photographique Henrard	b340921a-1b9c-418d-98f5-2486a954cc2d
43 FI 159	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Vue générale du Légué.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	b743178e-c322-4c0c-9b4d-d73d94cedbb2
43 FI 162	s.d. [fin XIXe-1920]	Plérin	_	9 X 12	Retour de pêche au port du Légué.	48.533333	-2.783333		DuCleuziou	Collection photographique Du Cleuziou	bda81d30-7846-453b-98a1-012dee8d9173
20FI8	vers 1934	Plérin	_	9 X 10	Paysage des environs de Colvé.	48.533333	-2.783333	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	bf30ce7e-01c6-4bc0-9954-f411337048dc
